Frame,HEAD_X,HEAD_Y,HEAD_Z,LSHO_X,LSHO_Y,LSHO_Z,RSHO_X,RSHO_Y,RSHO_Z,LELB_X,LELB_Y,LELB_Z,RELB_X,RELB_Y,RELB_Z,LHIP_X,LHIP_Y,LHIP_Z,RHIP_X,RHIP_Y,RHIP_Z,LKNE_X,LKNE_Y,LKNE_Z,RKNE_X,RKNE_Y,RKNE_Z,LANK_X,LANK_Y,LANK_Z,RANK_X,RANK_Y,RANK_Z
0,0.0,0.0,1700.0,0.0,200.0,1500.0,0.0,-200.0,1500.0,1.469576158976824e-14,250.0,1200.0,0.0,-250.0,1200.0,0.0,150.0,950.0,0.0,-150.0,950.0,0.0,130.0,500.0,1.8369701987210297e-14,-130.0,500.0,0.0,120.0,80.0,2.4492935982947064e-14,-120.0,80.00000000000001
1,3.141075907812829,0.0,1703.1395259764656,2.5128607262502634,200.0,1501.8837155858794,2.5128607262502634,-200.0,1501.8837155858794,-3.769291089375359,250.0,1201.2564303631252,3.769291089375395,-250.0,1198.7435696368748,1.5705379539064146,150.0,951.2558103905862,1.5705379539064146,-150.0,951.2558103905862,4.711613861719243,130.0,502.51286072625027,-4.711613861719199,-130.0,500.0,6.282151815625658,120.0,81.8846455446877,-6.282151815625599,-120.0,80.0
2,6.279051952931337,0.0,1706.2666616782153,5.02324156234507,200.0,1503.759997006929,5.02324156234507,-200.0,1503.759997006929,-7.534862343517601,250.0,1202.5116207811725,7.534862343517605,-250.0,1197.4883792188275,3.1395259764656687,150.0,952.5066646712861,3.1395259764656687,-150.0,952.5066646712861,9.418577929397006,130.0,505.02324156234505,-9.418577929397001,-130.0,500.0,12.558103905862675,120.0,83.7674311717588,-12.55810390586267,-120.0,80.0
3,9.410831331851432,0.0,1709.3690657292861,7.528665065481145,200.0,1505.6214394375718,7.528665065481145,-200.0,1505.6214394375718,-11.292997598221692,250.0,1203.7643325327406,11.292997598221717,-250.0,1196.2356674672594,4.705415665925716,150.0,953.7476262917145,4.705415665925716,-150.0,953.7476262917145,14.116246997777147,130.0,507.52866506548116,-14.116246997777115,-130.0,500.0,18.821662663702863,120.0,85.64649879911086,-18.82166266370282,-120.0,80.0
4,12.533323356430426,0.0,1712.4344943582428,10.02665868514434,200.0,1507.4606966149456,10.02665868514434,-200.0,1507.4606966149456,-15.039988027716515,250.0,1205.0133293425722,15.039988027716511,-250.0,1194.9866706574278,6.266661678215213,150.0,954.973797743297,6.266661678215213,-150.0,954.973797743297,18.799985034645637,130.0,510.02665868514435,-18.799985034645644,-130.0,500.0,25.06664671286085,120.0,87.51999401385825,-25.06664671286086,-120.0,80.0
5,15.643446504023087,0.0,1715.4508497187473,12.514757203218469,200.0,1509.2705098312483,12.514757203218469,-200.0,1509.2705098312483,-18.772135804827688,250.0,1206.2573786016092,18.772135804827705,-250.0,1193.7426213983908,7.821723252011544,150.0,956.1803398874989,7.821723252011544,-150.0,956.1803398874989,23.46516975603463,130.0,512.5147572032184,-23.46516975603461,-130.0,500.0,31.286893008046174,120.0,89.38606790241386,-31.286893008046146,-120.0,80.0
6,18.73813145857246,0.0,1718.4062276342338,14.990505166857968,200.0,1511.0437365805403,14.990505166857968,-200.0,1511.0437365805403,-22.48575775028692,250.0,1207.495252583429,22.48575775028695,-250.0,1192.504747416571,9.36906572928623,150.0,957.3624910536936,9.36906572928623,-150.0,957.3624910536936,28.10719718785869,130.0,514.9905051668579,-28.10719718785865,-130.0,500.0,37.47626291714492,120.0,91.24287887514348,-37.476262917144865,-120.0,80.0
7,21.814324139654257,0.0,1721.2889645782536,17.451459311723404,200.0,1512.7733787469522,17.451459311723404,-200.0,1512.7733787469522,-26.177188967585103,250.0,1208.7257296558616,26.177188967585106,-250.0,1191.2742703441384,10.907162069827129,150.0,958.5155858313015,10.907162069827129,-150.0,958.5155858313015,32.721486209481384,130.0,517.4514593117234,-32.72148620948138,-130.0,500.0,43.628648279308514,120.0,93.08859448379255,-43.6286482793085,-120.0,80.0
8,24.86898871648548,0.0,1724.0876837050857,19.895190973188384,200.0,1514.4526102230514,19.895190973188384,-200.0,1514.4526102230514,-29.84278645978255,250.0,1209.947595486594,29.842786459782577,-250.0,1190.052404513406,12.43449435824274,150.0,959.6350734820343,12.43449435824274,-150.0,959.6350734820343,37.30348307472822,130.0,519.8951909731884,-37.303483074728184,-130.0,500.0,49.73797743297096,120.0,94.9213932298913,-49.737977432970915,-120.0,80.0
9,27.899110603922928,0.0,1726.79133974895,22.319288483138344,200.0,1516.0748038493698,22.319288483138344,-200.0,1516.0748038493698,-33.47893272470751,250.0,1211.1596442415691,33.47893272470751,-250.0,1188.8403557584309,13.949555301961464,150.0,960.71653589958,13.949555301961464,-150.0,960.71653589958,41.84866590588439,130.0,522.3192884831384,-41.84866590588439,-130.0,500.0,55.798221207845856,120.0,96.73946636235375,-55.798221207845856,-120.0,80.0
10,30.901699437494738,0.0,1729.3892626146237,24.721359549995793,200.0,1517.6335575687742,24.721359549995793,-200.0,1517.6335575687742,-37.08203932499367,250.0,1212.3606797749978,37.08203932499369,-250.0,1187.6393202250022,15.450849718747369,150.0,961.7557050458495,15.450849718747369,-150.0,961.7557050458495,46.35254915624211,130.0,524.7213595499958,-46.35254915624209,-130.0,500.0,61.803398874989476,120.0,98.54101966249684,-61.803398874989455,-120.0,80.0
11,33.87379202452914,0.0,1731.8711994874345,27.09903361962331,200.0,1519.1227196924606,27.09903361962331,-200.0,1519.1227196924606,-40.648550429434934,250.0,1213.5495168098116,40.64855042943496,-250.0,1186.4504831901884,16.93689601226457,150.0,962.7484797949738,16.93689601226457,-150.0,962.7484797949738,50.81068803679371,130.0,527.0990336196234,-50.810688036793664,-130.0,500.0,67.74758404905828,120.0,100.32427521471749,-67.74758404905822,-120.0,80.0
12,36.812455268467794,0.0,1734.2273552964343,29.449964214774234,200.0,1520.5364131778606,29.449964214774234,-200.0,1520.5364131778606,-44.17494632216135,250.0,1214.7249821073872,44.17494632216135,-250.0,1185.2750178926128,18.406227634233897,150.0,963.6909421185737,18.406227634233897,-150.0,963.6909421185737,55.21868290270169,130.0,529.4499642147742,-55.21868290270169,-130.0,500.0,73.62491053693559,120.0,102.08747316108068,-73.62491053693559,-120.0,80.0
13,39.714789063478065,0.0,1736.4484313710707,31.771831250782448,200.0,1521.8690588226423,31.771831250782448,-200.0,1521.8690588226423,-47.65774687617365,250.0,1215.8859156253911,47.657746876173675,-250.0,1184.1140843746089,19.857394531739033,150.0,964.5793725484282,19.857394531739033,-150.0,964.5793725484282,59.57218359521709,130.0,531.7718312507825,-59.57218359521706,-130.0,500.0,79.42957812695613,120.0,103.82887343808684,-79.42957812695607,-120.0,80.0
14,42.577929156507274,0.0,1738.5256621387894,34.062343325205816,200.0,1523.1153972832738,34.062343325205816,-200.0,1523.1153972832738,-51.09351498780872,250.0,1217.031171662603,51.093514987808724,-250.0,1182.968828337397,21.288964578253637,150.0,965.4102648555158,21.288964578253637,-150.0,965.4102648555158,63.86689373476091,130.0,534.0623433252058,-63.8668937347609,-130.0,500.0,85.15585831301455,120.0,105.54675749390437,-85.15585831301453,-120.0,80.0
15,45.39904997395468,0.0,1740.4508497187473,36.31923997916375,200.0,1524.2705098312483,36.31923997916375,-200.0,1524.2705098312483,-54.4788599687456,250.0,1218.1596199895819,54.47885996874562,-250.0,1181.8403800104181,22.69952498697734,150.0,966.1803398874989,22.69952498697734,-150.0,966.1803398874989,68.09857496093203,130.0,536.3192399791637,-68.098574960932,-130.0,500.0,90.79809994790936,120.0,107.2394299843728,-90.79809994790934,-120.0,80.0
16,48.17536741017153,0.0,1742.2163962751008,38.540293928137224,200.0,1525.3298377650603,38.540293928137224,-200.0,1525.3298377650603,-57.8104408922058,250.0,1219.2701469640685,57.81044089220584,-250.0,1180.7298530359315,24.087683705085766,150.0,966.8865585100403,24.087683705085766,-150.0,966.8865585100403,72.2630511152573,130.0,538.5402939281372,-72.26305111525726,-130.0,500.0,96.35073482034306,120.0,108.90522044610292,-96.35073482034299,-120.0,80.0
